adm0_name,adm1_id,adm1_name,date,cum_confirmed_cases,cum_confirmed_cases_original,cum_confirmed_cases_imputed,population,cum_hospitalized,event_cancel,event_cancel_popwt,home_isolation,home_isolation_popwt,no_gathering_popwt,no_gathering_inside,no_gathering_inside_popwt,social_distance,social_distance_popwt,social_distance_opt,business_closure,no_gathering,testing_regime,no_gathering_size,school_closure,school_closure_popwt
FRA,32,HautsdeFrance,2020-02-17,0,0,0,5962662,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,32,HautsdeFrance,2020-02-18,0,0,0,5962662,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,32,HautsdeFrance,2020-02-19,0,0,0,5962662,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,32,HautsdeFrance,2020-02-20,0,0,0,5962662,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,32,HautsdeFrance,2020-02-21,0,0,0,5962662,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,32,HautsdeFrance,2020-02-22,0,0,0,5962662,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,32,HautsdeFrance,2020-02-23,0,0,0,5962662,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,32,HautsdeFrance,2020-02-24,0,0,0,5962662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,32,HautsdeFrance,2020-02-25,0,0,0,5962662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,32,HautsdeFrance,2020-02-26,2,2,2,5962662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,32,HautsdeFrance,2020-02-27,2,9,9,5962662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,32,HautsdeFrance,2020-02-28,3,9,9,5962662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,32,HautsdeFrance,2020-02-29,3,,17,5962662,0,0,0,0,0,.1383739343,0,0,0,0,0,0,1,0,2,0,0
FRA,32,HautsdeFrance,2020-03-01,4,,23,5962662,3,0,0,0,0,.1383739343,0,0,0,0,0,0,1,0,2,0,0
FRA,32,HautsdeFrance,2020-03-02,5,45,45,5962662,8,0,0,0,0,.1383739343,0,0,0,0,0,0,1,0,2,0,0
FRA,32,HautsdeFrance,2020-03-03,6,59,59,5962662,9,0,0,0,0,.1383739343,0,0,0,0,0,0,1,0,2,0,0
FRA,32,HautsdeFrance,2020-03-04,7,65,65,5962662,10,0,0,0,0,.1383739343,0,0,0,0,0,0,1,0,2,0,0
FRA,32,HautsdeFrance,2020-03-05,8,74,74,5962662,13,0,0,0,0,.1383739343,0,0,0,0,0,0,1,0,2,0,0
FRA,32,HautsdeFrance,2020-03-06,10,97,97,5962662,15,0,0,0,0,.1383739343,0,0,0,0,0,0,1,0,2,1,.4342
FRA,32,HautsdeFrance,2020-03-07,12,173,173,5962662,18,0,0,0,0,.1383739343,0,0,0,0,0,0,1,0,2,1,.4342
FRA,32,HautsdeFrance,2020-03-08,76,173,173,5962662,21,0,0,0,0,.1383739343,0,0,0,0,0,0,1,0,2,1,.4342
FRA,32,HautsdeFrance,2020-03-09,17,181,181,5962662,27,0,0,0,0,.1383739343,1,.1383739343,0,0,0,0,1,0,2,1,.4342
FRA,32,HautsdeFrance,2020-03-10,20,209,209,5962662,37,0,0,0,0,.1383739343,1,.1383739343,0,0,0,0,1,0,2,1,.5297562
FRA,32,HautsdeFrance,2020-03-11,24,263,263,5962662,50,0,0,0,0,.1383739343,1,.1383739343,.5,.5,0,0,1,0,2,1,.5297562
FRA,32,HautsdeFrance,2020-03-12,29,349,349,5962662,60,0,0,0,0,.1383739343,1,.1383739343,.5,.5,0,0,1,0,2,1,.5297562
FRA,32,HautsdeFrance,2020-03-13,34,417,417,5962662,80,0,0,0,0,.1383739343,1,.1383739343,.5,.5,0,0,1,0,2,1,.5297562
FRA,32,HautsdeFrance,2020-03-14,41,466,466,5962662,100,0,0,0,0,.1383739343,1,.1383739343,.5,.5,0,0,1,0,2,1,.5297562
FRA,32,HautsdeFrance,2020-03-15,49,507,507,5962662,120,0,0,0,0,.1383739343,1,.1383739343,.5,.5,0,1,1,1,2,1,.5297562
FRA,32,HautsdeFrance,2020-03-16,58,585,585,5962662,153,0,0,0,0,.1383739343,1,.1383739343,.5,.5,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-03-17,69,612,612,5962662,195,1,1,.33000001,.3300000131,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-03-18,83,665,665,5962662,245,1,1,.33000001,.3300000131,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-03-19,99,700,700,5962662,295,1,1,.33000001,.3300000131,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-03-20,118,759,759,5962662,353,1,1,.33000001,.3300000131,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-03-21,141,791,791,5962662,405,1,1,.33000001,.3300000131,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-03-22,168,936,936,5962662,453,1,1,.33000001,.3300000131,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-03-23,201,1269,1269,5962662,565,1,1,1,1,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-03-24,240,1532,1532,5962662,663,1,1,1,1,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-03-25,286,1753,1753,5962662,770,1,1,1,1,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-03-26,,,,5962662,894,1,1,1,1,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-03-27,,,,5962662,1032,1,1,1,1,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-03-28,,,,5962662,1146,1,1,1,1,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-03-29,,,,5962662,1241,1,1,1,1,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-03-30,,,,5962662,1378,1,1,1,1,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-03-31,,,,5962662,1492,1,1,1,1,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-04-01,,,,5962662,1583,1,1,1,1,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-04-02,,,,5962662,1689,1,1,1,1,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-04-03,,,,5962662,1803,1,1,1,1,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-04-04,,,,5962662,1886,1,1,1,1,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-04-05,,,,5962662,1956,1,1,1,1,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,32,HautsdeFrance,2020-04-06,,,,5962662,2013,1,1,1,1,.1383739343,1,1,1,1,0,1,1,1,2,1,1
FRA,44,GrandEst,2020-02-15,0,0,0,5511747,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,44,GrandEst,2020-02-16,0,0,0,5511747,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,44,GrandEst,2020-02-17,0,0,0,5511747,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,44,GrandEst,2020-02-18,0,0,0,5511747,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,44,GrandEst,2020-02-19,0,0,0,5511747,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,44,GrandEst,2020-02-20,0,0,0,5511747,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,44,GrandEst,2020-02-21,0,0,0,5511747,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,44,GrandEst,2020-02-22,0,0,0,5511747,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,44,GrandEst,2020-02-23,0,0,0,5511747,,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,44,GrandEst,2020-02-24,0,0,0,5511747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,44,GrandEst,2020-02-25,0,0,0,5511747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,44,GrandEst,2020-02-26,1,1,1,5511747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,44,GrandEst,2020-02-27,1,1,1,5511747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,44,GrandEst,2020-02-28,2,1,1,5511747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99999,0,0
FRA,44,GrandEst,2020-02-29,2,,2,5511747,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,44,GrandEst,2020-03-01,3,,5,5511747,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,44,GrandEst,2020-03-02,4,12,12,5511747,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,44,GrandEst,2020-03-03,5,13,13,5511747,4,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,0,0
FRA,44,GrandEst,2020-03-04,6,38,38,5511747,8,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1384686
FRA,44,GrandEst,2020-03-05,8,77,77,5511747,16,0,0,0,0,0,0,0,0,0,0,0,1,0,5000,1,.1384686
FRA,44,GrandEst,2020-03-06,10,136,136,5511747,30,1,.1384686198,0,0,0,1,.1384686198,.5,.0692343099,0,0,1,0,5000,1,.1384686
FRA,44,GrandEst,2020-03-07,13,250,250,5511747,53,1,.1384686198,0,0,0,1,.1384686198,.5,.0692343099,0,0,1,0,5000,1,.1384686
FRA,44,GrandEst,2020-03-08,69,250,250,5511747,66,1,.1384686198,0,0,0,1,.1384686198,.5,.0692343099,0,0,1,0,1000,1,.1384686
FRA,44,GrandEst,2020-03-09,21,310,310,5511747,86,1,.1384686198,0,0,0,1,.1384686198,.5,.0692343099,0,0,1,0,1000,1,.1384686
FRA,44,GrandEst,2020-03-10,27,464,464,5511747,116,1,.1384686198,0,0,0,1,.1384686198,.5,.0692343099,0,0,1,0,1000,1,.1384686
FRA,44,GrandEst,2020-03-11,35,578,578,5511747,152,1,.1384686198,0,0,0,1,.1384686198,1,.5692343099,0,0,1,0,1000,1,.1384686
FRA,44,GrandEst,2020-03-12,45,699,699,5511747,181,1,.1384686198,0,0,0,1,.1384686198,1,.5692343099,0,0,1,0,1000,1,.1384686
FRA,44,GrandEst,2020-03-13,58,911,911,5511747,238,1,.1384686198,0,0,0,1,.1384686198,1,.5692343099,0,0,1,0,100,1,.1384686
FRA,44,GrandEst,2020-03-14,75,1085,1085,5511747,301,1,.1384686198,0,0,0,1,.2054896569,1,.5692343099,0,0,1,0,100,1,.1384686
FRA,44,GrandEst,2020-03-15,97,1378,1378,5511747,378,1,.1384686198,0,0,0,1,.2054896569,1,.5692343099,0,1,1,1,100,1,.1384686
FRA,44,GrandEst,2020-03-16,125,1543,1543,5511747,503,1,.1384686198,0,0,0,1,.2054896569,1,.5692343099,0,1,1,1,100,1,1
